排序,商品名称,别名,商品ID,链接,券前价(元),__EMPTY,登记日期,活动状态,活动ID,活动名称,活动类型,系统推送时间,__EMPTY_1
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,21610,平台官方大促-晋升长期活动报名,大促搜索池,2025/9/30 13:48,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,2025/9/30 13:48,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,21967,【上首页】流量续航（极速审核）,首页推荐专区,2025/9/30 12:06,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025/9/29 19:48,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025/9/29 19:48,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,17987,【精选首页】补贴秒杀品牌商品,补贴秒杀,无,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,23079,百亿补贴-品牌折扣专属活动入口（电器）,百亿补贴,2025/7/17 15:55,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,审核中,无,无报名记录,无,无,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,活动中,22180,百亿加倍补-电器大爆款报名,百亿补贴,2025/10/10 17:45,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,活动中,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025/10/9 15:04,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,活动中,21663,【百亿消费券】单件折扣9折,品牌清仓,2025/6/16 15:47,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,活动中,21657,【百亿消费券】活动长期报名链接,品牌清仓,2025/2/18 16:54,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,活动中,21581,百亿补贴同价上首页,百亿补贴同价上首页,2025/2/18 16:01,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,活动中,10441,百亿补贴报名入口,百亿补贴,2025/2/18 16:00,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,已结束,22496,广告商品-大促专属报名通道,大促搜索池,无,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025/9/29 19:48,
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,3.6499E+11,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,1917,百亿补贴,2025/10/13,已结束,23079,百亿补贴-品牌折扣专属活动入口（电器）,百亿补贴,无,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,审核中,无,无报名记录,无,无,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,活动中,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,2025/10/12 13:15,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,活动中,22517,同价享大促流量,大促搜索池,2025/10/11 15:38,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,活动中,22029,同款商品竞价,首页推荐专区,2025/10/11 15:38,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,活动中,23637,【直通11.11】10周年庆搜索推荐专区,大促搜索池,2025/10/10 17:49,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,活动中,21863,官方大促-全店平日价降价1%报名,大促搜索池,2025/10/9 18:10,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,活动中,21610,平台官方大促-晋升长期活动报名,大促搜索池,2025/9/30 13:48,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,活动中,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,2025/9/30 13:48,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,已结束,17987,【精选首页】补贴秒杀品牌商品,补贴秒杀,无,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,已结束,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025/9/28 10:48,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,已结束,21657,【百亿消费券】活动长期报名链接,品牌清仓,2025/7/17 15:52,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,已结束,22180,百亿加倍补-电器大爆款报名,百亿补贴,无,
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,2.05458E+11,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,628,,2025/10/13,已结束,20246,百亿补贴报名入口(多人团)-知名品牌,百亿补贴,2024/9/23 14:17,
7,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G（新）,3.09517E+11,https://mobile.yangkeduo.com/goods.html?goods_id=309517106373,928,大促搜索池,2025/10/13,审核中,无,无报名记录,无,无,
7,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G（新）,3.09517E+11,https://mobile.yangkeduo.com/goods.html?goods_id=309517106373,928,大促搜索池,2025/10/13,活动中,20981,【10周年庆】20981长期报名入口,大促搜索池,2025/10/11 9:43,
