排序,商品名称,别名,商品ID,链接,登记日期,活动状态,活动ID,活动名称,活动类型,系统推送时间
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,活动中,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,2025-10-06 16:44:23
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,活动中,21967,【上首页】流量续航（极速审核）,首页推荐专区,2025-09-30 09:06:31
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,活动中,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025-09-28 10:50:34
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,活动中,20981,【10周年庆】20981长期报名入口,大促搜索池,2025-09-27 14:49:52
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,活动中,21610,平台官方大促-晋升长期活动报名,大促搜索池,2025-09-27 14:49:05
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,活动中,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,2025-09-27 14:48:58
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,活动中,21967,【上首页】流量续航（极速审核）,首页推荐专区,2025-09-30 12:06:52
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,活动中,22827,百亿补贴报名入口-政府补贴（快速通道）,百亿补贴,2025-09-23 15:06:41
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,活动中,23365,月卡专享价—拼多多官方会员活动快速报名,月卡会员活动,2025-10-08 13:52:22
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,活动中,21502,【上首页】极速通道（流量立享）,首页推荐专区,2025-10-08 11:10:55
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,活动中,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025-10-08 09:00:32
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,活动中,21663,【百亿消费券】单件折扣9折,品牌清仓,2025-06-16 11:55:44
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,活动中,22258,百亿补贴官补晋升自补,百亿补贴,2024-12-04 18:24:09
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,活动中,20453,百亿补贴电器限时降价,百亿补贴,2024-12-04 18:24:01
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,活动中,10441,百亿补贴报名入口,百亿补贴,2024-12-03 20:55:59
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,活动中,21581,百亿补贴同价上首页,百亿补贴同价上首页,2024-05-26 15:55:02
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,活动中,21610,平台官方大促-晋升长期活动报名,大促搜索池,2025-09-30 13:48:23
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,活动中,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,2025-09-30 13:48:16
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,活动中,21967,【上首页】流量续航（极速审核）,首页推荐专区,2025-09-30 12:06:52
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,活动中,22704,【百亿消费券】单件折扣9.7折,品牌清仓,2025-07-17 15:45:17
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,活动中,21657,【百亿消费券】活动长期报名链接,品牌清仓,2025-02-17 11:41:40
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,活动中,10441,百亿补贴报名入口,百亿补贴,2025-02-14 16:01:50
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,活动中,21581,百亿补贴同价上首页,百亿补贴同价上首页,2025-01-03 10:51:08
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,364990106384,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,2025-10-08,活动中,21663,【百亿消费券】单件折扣9折,品牌清仓,2025-06-16 15:47:15
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,364990106384,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,2025-10-08,活动中,21657,【百亿消费券】活动长期报名链接,品牌清仓,2025-02-18 16:54:34
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,364990106384,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,2025-10-08,活动中,21581,百亿补贴同价上首页,百亿补贴同价上首页,2025-02-18 16:01:03
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,364990106384,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,2025-10-08,活动中,10441,百亿补贴报名入口,百亿补贴,2025-02-18 16:00:57
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,205458105137,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,2025-10-08,活动中,21610,平台官方大促-晋升长期活动报名,大促搜索池,2025-09-30 13:48:23
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,205458105137,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,2025-10-08,活动中,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,2025-09-30 13:48:16
7,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G（新）,309517106373,https://mobile.yangkeduo.com/goods.html?goods_id=309517106373,2025-10-08,活动中,无,无报名记录,无,无
8,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G（新1）,832355139965,https://mobile.yangkeduo.com/goods.html?goods_id=832355139965,2025-10-08,活动中,无,无报名记录,无,无
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025-09-29 19:48:48
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,18056,【平台官补】补贴秒杀品牌千万爆款团,补贴秒杀,无
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025-09-28 10:48:50
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,22473,百亿长期合资券品类活动报名链接（46）,百亿补贴,2025-09-28 10:47:49
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,18056,【平台官补】补贴秒杀品牌千万爆款团,补贴秒杀,无
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,18425,百补商家自主降价链接,百亿补贴,2025-09-18 17:43:51
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,23581,百亿补贴报名入口-全国活动,百亿补贴,无
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,23581,百亿补贴报名入口-全国活动,百亿补贴,无
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,819506595979,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,2025-10-08,已结束,23581,百亿补贴报名入口-全国活动,百亿补贴,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,23365,月卡专享价—拼多多官方会员活动快速报名,月卡会员活动,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,无
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025-09-29 19:48:48
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,244055989700,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,2025-10-08,已结束,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,无
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,23365,月卡专享价—拼多多官方会员活动快速报名,月卡会员活动,2025-10-08 13:52:22
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,无
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,2025-10-06 16:44:15
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,18425,百补商家自主降价链接,百亿补贴,2025-09-29 16:58:53
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,18425,百补商家自主降价链接,百亿补贴,2025-09-29 16:34:59
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025-09-29 13:51:04
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,22181,百亿加倍补-电器非爆款报名,百亿补贴,2025-09-29 13:49:47
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,22180,百亿加倍补-电器大爆款报名,百亿补贴,2025-09-28 17:05:34
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,22181,百亿加倍补-电器非爆款报名,百亿补贴,2025-09-28 17:07:46
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,225501370546,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,2025-10-08,已结束,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025-09-28 10:48:52
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025-09-29 19:48:48
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025-09-29 19:48:53
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,已结束,17987,【精选首页】补贴秒杀品牌商品,补贴秒杀,无
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,已结束,23079,百亿补贴-品牌折扣专属活动入口（电器）,百亿补贴,2025-07-17 15:55:42
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,480070620581,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,2025-10-08,已结束,22181,百亿加倍补-电器非爆款报名,百亿补贴,无
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,364990106384,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,2025-10-08,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025-09-29 19:48:48
5,云米即热净水器厨房家用直饮RO反渗透加热净饮一体机1000G,即热1000G,364990106384,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,2025-10-08,已结束,23079,百亿补贴-品牌折扣专属活动入口（电器）,百亿补贴,无
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,205458105137,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,2025-10-08,已结束,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025-09-28 10:48:50
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,205458105137,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,2025-10-08,已结束,21657,【百亿消费券】活动长期报名链接,品牌清仓,2025-07-17 15:52:02
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,205458105137,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,2025-10-08,已结束,22180,百亿加倍补-电器大爆款报名,百亿补贴,无
6,【母婴直饮】云米净水器600G厨下式RO反渗透直饮过滤器净饮小海豚,小海豚600G+,205458105137,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,2025-10-08,已结束,20246,百亿补贴报名入口(多人团)-知名品牌,百亿补贴,2024-09-23 14:17:59
7,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G（新）,309517106373,https://mobile.yangkeduo.com/goods.html?goods_id=309517106373,2025-10-08,已结束,22827,百亿补贴报名入口-政府补贴（快速通道）,百亿补贴,无
7,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G（新）,309517106373,https://mobile.yangkeduo.com/goods.html?goods_id=309517106373,2025-10-08,已结束,22827,百亿补贴报名入口-政府补贴（快速通道）,百亿补贴,无
7,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G（新）,309517106373,https://mobile.yangkeduo.com/goods.html?goods_id=309517106373,2025-10-08,已结束,22827,百亿补贴报名入口-政府补贴（快速通道）,百亿补贴,无
8,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G（新1）,832355139965,https://mobile.yangkeduo.com/goods.html?goods_id=832355139965,2025-10-08,已结束,无,无报名记录,无,无
